text,label
Pourquoi je ne peux pas prendre mon sac à dos dans le compartiment supérieur,carry_on
Que deviens-tu si tu as perdu ton sac à dos pendant votre trajet,lost_luggage
Que se passe t-il avec mes bagages perdus,lost_luggage
Quels sont les meilleures villes à visiter en Italie,travel_suggestion
Avez-vous des suggestions sur où aller en vacances cette année,travel_suggestion
Comment appellez vous les toilettes dans cet endroit,translate
Je veux aller voir le Grand Canyon,travel_suggestion
Comment puis-je récupérer mes bagages perdus,lost_luggage
Quel est le nombre maximum de kilos autorisé pour les bagages à main ?,carry_on
Que voulez-vous faire pour un week-end à New York,travel_suggestion
Votre avion va arriver où,flight_status
Que signifie l'expression «il n'y a pas de problème» en français,translate
Comment puis-je savoir si ma réservation d'avion est confirmée,flight_status
Pourquoi ne peut-on pas prendre plus de deux sacs à main sur American Airlines,carry_on
Quelle est la taille maximale des bagages à main pour American Airlines,carry_on
Quelle est l'heure d'arrivée de mon vol,flight_status
Je veux savoir si le vol BA123 est retardé ou annulé,flight_status
"Comment dire ""bonne nuit"" en espagnol ?",translate
Que devrais-je faire si je souhaitais voir des crocodiles ?,travel_suggestion
Comment puis-je obtenir un remboursement si ma valise ne s'est pas rendue avec moi,lost_luggage
Comment dit-on «merci» en allemand ?,translate
Je veux aller au Japon et visiter Tokyo. Quelles sont les choses qu'il faut voir dans la ville,travel_suggestion
"Que signifient ces mots : ""Ich bin ein Berliner""",translate
Est-ce que vous pouvez me donner quelques conseils sur ce que je peux faire pendant mon séjour à Paris,travel_suggestion
Donnez-moi les informations sur le vol BA123,flight_status
Que doit-on faire si on veut aller au musée du Louvre,travel_suggestion
Donnez-moi une suggestion de voyage à New York City,travel_suggestion
"Que signifie ""I love you"" en allemand",translate
Que peut-on voir à Paris,travel_suggestion
Pourquoi ne peux-je pas emporter mes chaussures avec moi ?,carry_on
Quelle est la meilleure manière de se rendre à New York depuis San Francisco,travel_suggestion
Pouvez-vous me réserver un hôtel à Los Angeles pour le mois prochain ?,book_hotel
Pourquoi le vol ne part pas,flight_status
Je veux voir quelque chose de spécialement intéressant à faire à Paris,travel_suggestion
Pourquoi ne peux-je pas prendre mon sac à dos avec moi ?,carry_on
Je souhaite visiter le Vatican,travel_suggestion
Je veux aller en vacances dans les Caraïbes. Quels sont mes options ?,travel_suggestion
Est-ce qu'un passager peut emporter son propre sac à dos sur l'avion,carry_on
Pourquoi ne peux-je pas prendre ma valise dans la cabine,carry_on
"Quel est le mot anglais qui correspond au mot français ""baguette""",translate
Quels sont les meilleures destinations pour un voyage de vacances avec mon ami,travel_suggestion
Est-ce que je peux emporter mes vêtements en sac à dos sur Air Canada,carry_on
Je veux voir les sites touristiques de Paris,travel_suggestion
Quelles sont les meilleures destinations pour un voyage avec enfants,travel_suggestion
Avez-vous des suggestions sur comment voyager à partir de Londres,travel_suggestion
Je veux voir la tour Eiffel et l'Arc de Triomphe,travel_suggestion
"Comment appelle-t-on ""la pluie"" en anglais?",translate
Mon avion va partir quand,flight_status
Quelle est la meilleure destination en Europe pour un couple qui veut passer ses vacances d'été,travel_suggestion
Je voudrais voir quelque chose de différent dans mon pays natal,travel_suggestion
Que signifie «pizza» en italien ?,translate
Puis-je avoir des suggestions de lieux touristiques à visiter dans San Francisco,travel_suggestion
Que peut-il se passer si je ne peux pas trouver mon sac à dos ?,lost_luggage
Je veux voir les chutes du Niagara Falls,travel_suggestion
Que voulez-vous savoir sur les restrictions de bagage à main ?,carry_on
Quelles sont les meilleures destinations à visiter au Japon,travel_suggestion
Comment dit-on «j'aime Paris» en chinois,translate
J'ai besoin de savoir s'il existe des restrictions de bagage à main pour Southwest Airlines,carry_on
Est-ce que je peux prendre mes bagages avec moi sur l'avion,carry_on
Quelle est la meilleure manière de voyager vers l'Australie,travel_suggestion
Est-ce que je peux emporter mes chaussures dans ma valise ou doit-elle être placée dans mon sac à dos,carry_on
Quelle est la taille du sac à dos le plus grand autorisé par Air France,carry_on
Où peut-on trouver des informations sur les restrictions de bagage à main pour United Airlines,carry_on
Quels sont les meilleurs endroits où aller à Sydney,travel_suggestion
Quelles sont les attractions touristiques les plus populaires à Tokyo,travel_suggestion
Que devrais-je porter avec moi dans mon sac à dos lorsque j'ai un vol intérieur?,carry_on
Quelles sont les attractions touristiques de Paris,travel_suggestion
"Comment dire ""Je ne comprend pas"" en allemand",translate
Où est le bureau d’aéroport pour les bagages perdus,lost_luggage
Je souhaite réserver un vol vers New York City pour le mois prochain. Est-ce que vous pouvez me donner quelques suggestions ?,travel_suggestion
Comment dit-on «j'ai perdu ma carte d'identité» dans l'anglais,translate
Je veux voir l'Eiffel Tower. Quels sont les horaires et comment y aller,travel_suggestion
Je voudrais savoir si il existe une restriction sur l'emport d'un sac à dos,carry_on
Est-ce qu'il y a une limite de poids pour mes bagages à main,carry_on
Pourriez-vous me dire si je peux prendre ma valise dans la cabine ?,carry_on
Quand mon avion arrive-t-il à destination,flight_status
Pourquoi mes bagages ne sont pas arrivés avec moi ?,lost_luggage
Que peut-on trouver à faire à New York,travel_suggestion
Je veux savoir comment on dit «bonjour» en français,translate
Quel est le meilleur moyen de se rendre au Japon depuis l'Australie,travel_suggestion
Je veux voir quelques choses sur la culture et la nourriture locale à New York,travel_suggestion
Pouvez-vous me dire si il existe des restrictions sur les sacs à dos ?,carry_on
J'ai perdu mes bagages lorsque je suis parti de Seattle vers Denver,lost_luggage
Est-ce que vous pouvez m'aider à réserver un hôtel à Londres du 1er au 5 janvier ?,book_hotel
Recherchez un hôtel à proximité de Times Square,book_hotel
Je veux voir si il existe des restrictions aux sacs à dos,carry_on
J'ai besoin de savoir quand je serai arrivé à destination,flight_status
Pourquoi ne m'ont pas livré mes bagages,lost_luggage
Cherchez-moi un hôtel à Monterey,book_hotel
Peut-on emporter des liquides dans son bagage à main ?,carry_on
Est-ce que vous pouvez me donner les informations sur les restrictions de bagages dans les compagnies aériennes américaines ?,carry_on
Je veux voir la ville d'Amsterdam,travel_suggestion
Comment puis-je récupérer mon sac à main perdu,lost_luggage
Je voudrais réserver un hôtel pour deux personnes à New York City pendant trois nuits entre le 1er et le 4 décembre,book_hotel
Que doit-on faire quand on arrive à Paris,travel_suggestion
Je veux voir les meilleures attractions d'Orlando,travel_suggestion
Que vais-je voir et faire à New York,travel_suggestion
"Comment dit-on ""bonjour"" en espagnol ?",translate
Est-ce qu'il existe des restrictions sur les articles de voyage dans les avions,carry_on
Que peut-on faire si on perd ses bagages pendant son voyage,lost_luggage
Que peut-on faire en cas de perte de bagage,lost_luggage
Ajoutez une alerte de voyage pour la France,travel_alert
Où peut-on trouver un hôtel à New York,book_hotel
Votre vol doit arriver à 10h30,flight_status
Quels sont les meilleures choses à faire à Paris ce week-end,travel_suggestion
Donnez-moi quelques conseils pour voyager en Inde,travel_suggestion
Avez-vous des suggestions pour des lieux touristiques intéressants à visiter à Paris,travel_suggestion
Peut-être pouvez-vous m'envoyer des informations sur les restrictions de bagage à main pour Air France,carry_on
Que doit-il y avoir à faire en ville ?,travel_suggestion
Avez-vous des suggestions pour ce qui doit être fait lorsque nous arrivons à destination,travel_suggestion
Quelle est la taille du bagage à main ?,carry_on
Est-ce qu'un avion va partir de l'aéroport de Los Angeles vers l'aéroport de San Francisco,flight_status
Est-ce qu'un passager peut porter son propre sac à dos dans le compartiment supérieur du Boeing 737 MAX,carry_on
Je souhaite réserver un hôtel à Tokyo du 1er au 5 janvier,book_hotel
"Comment dit-on ""j'ai perdu mon sac"" en français",translate
Quelle est la meilleure manière d'aller au musée du Louvre,travel_suggestion
Que devrais-je faire si je souhaitais aller à Disney World,travel_suggestion
Je suis intéressé par un voyage à Paris pendant Noël,travel_suggestion
Que devrais-je voir à Londres?,travel_suggestion
Comment puis-je obtenir une réservation d'hôtel à New York City,book_hotel
Pourquoi ne pas visiter le Louvre quand on se trouve à Paris,travel_suggestion
Donnez-moi une idée de ce qu'est-ce qui peut être fait à Londres,travel_suggestion
Je voudrais une suggestion d’endroits touristiques à visiter à New York,travel_suggestion
Que signifie “I have been there” en anglais ?,translate
Pourquoi les personnes visitent-ils Sydney,travel_suggestion
"Dites-moi quel est le nom français de ""The Great Wall of China""",translate
Est-ce que vous pouvez me donner des informations sur les restrictions de bagage à main avec Delta Air Lines,carry_on
Je cherche un hôtel à proximité de l'aéroport international John F Kennedy,book_hotel
Pourquoi il y a-t-il des restrictions de bagages à main,carry_on
Veuillez m'informer si il est possible de prendre mon sac à dos sur le vol,carry_on
Je voudrais réserver une chambre pour le 1er décembre à New York,book_hotel
Je veux voir les sites historiques et culturels d'Australie,travel_suggestion
